Year,Country,Temperature
1995,Belgium,10.651826666666667
1996,Belgium,8.880758333333333
1997,Belgium,10.45898
1998,Belgium,10.366194166666668
1999,Belgium,10.976813333333332
2000,Belgium,11.025636666666665
2001,Belgium,10.546703333333333
2002,Belgium,10.966334166666668
2003,Belgium,10.824085833333333
2004,Belgium,10.444214166666665
2005,Belgium,10.710588333333332
2006,Belgium,11.013439166666666
2007,Belgium,11.129861666666665
2008,Belgium,10.625226666666668
2009,Belgium,10.673628333333333
2010,Belgium,9.361084166666666
2011,Belgium,11.234369166666665
2012,Belgium,10.4445125
2013,Belgium,9.930676666666665
2014,Belgium,11.753964999999999
2015,Belgium,11.082603333333333
2016,Belgium,10.862161666666665
1901,Bosnia and Herzegovina,8.8135725
1902,Bosnia and Herzegovina,8.841995833333334
1903,Bosnia and Herzegovina,9.511364166666667
1904,Bosnia and Herzegovina,9.644174166666668
1905,Bosnia and Herzegovina,9.198806666666666
1906,Bosnia and Herzegovina,9.102324999999999
1907,Bosnia and Herzegovina,9.110923333333332
1908,Bosnia and Herzegovina,8.608154166666667
1909,Bosnia and Herzegovina,8.96715
1910,Bosnia and Herzegovina,9.759215833333334
1911,Bosnia and Herzegovina,9.760362500000001
1912,Bosnia and Herzegovina,8.766320833333333
1913,Bosnia and Herzegovina,9.095414166666666
1914,Bosnia and Herzegovina,8.624238333333333
1915,Bosnia and Herzegovina,9.222924999999998
1916,Bosnia and Herzegovina,9.954777499999999
1917,Bosnia and Herzegovina,9.007831666666668
1918,Bosnia and Herzegovina,9.239335833333334
1919,Bosnia and Herzegovina,8.83992
1920,Bosnia and Herzegovina,9.730160000000001
1921,Bosnia and Herzegovina,9.684957499999998
1922,Bosnia and Herzegovina,8.831212499999998
1923,Bosnia and Herzegovina,10.0323025
1924,Bosnia and Herzegovina,8.743695
1925,Bosnia and Herzegovina,9.288676666666666
1926,Bosnia and Herzegovina,9.922855
1927,Bosnia and Herzegovina,10.0290725
1928,Bosnia and Herzegovina,9.681188333333333
1929,Bosnia and Herzegovina,8.838155
1930,Bosnia and Herzegovina,10.113089166666665
1931,Bosnia and Herzegovina,8.976486666666668
1932,Bosnia and Herzegovina,9.274702500000002
1933,Bosnia and Herzegovina,8.412664166666667
1934,Bosnia and Herzegovina,10.360018333333333
1935,Bosnia and Herzegovina,9.311745
1936,Bosnia and Herzegovina,9.723672500000001
1937,Bosnia and Herzegovina,9.656632499999999
1938,Bosnia and Herzegovina,9.350379166666666
1939,Bosnia and Herzegovina,9.529764166666665
1940,Bosnia and Herzegovina,7.786961666666667
1941,Bosnia and Herzegovina,8.3772375
1942,Bosnia and Herzegovina,8.973486666666668
1943,Bosnia and Herzegovina,10.0328575
1944,Bosnia and Herzegovina,9.235190833333334
1945,Bosnia and Herzegovina,9.865420833333333
1946,Bosnia and Herzegovina,10.205451666666667
1947,Bosnia and Herzegovina,10.021588333333332
1948,Bosnia and Herzegovina,9.810284999999999
1949,Bosnia and Herzegovina,9.918133333333335
1950,Bosnia and Herzegovina,10.58984
1951,Bosnia and Herzegovina,10.575998333333333
1952,Bosnia and Herzegovina,10.0743575
1953,Bosnia and Herzegovina,9.511271666666667
1954,Bosnia and Herzegovina,8.740574166666667
1955,Bosnia and Herzegovina,9.268935
1956,Bosnia and Herzegovina,8.492859166666667
1957,Bosnia and Herzegovina,9.78313
1958,Bosnia and Herzegovina,10.028615833333333
1959,Bosnia and Herzegovina,9.451386666666666
1960,Bosnia and Herzegovina,9.886681666666666
1961,Bosnia and Herzegovina,10.260323333333334
1962,Bosnia and Herzegovina,9.135240833333333
1963,Bosnia and Herzegovina,9.280490833333333
1964,Bosnia and Herzegovina,9.066985833333334
1965,Bosnia and Herzegovina,9.047055833333333
1966,Bosnia and Herzegovina,9.934195833333334
1967,Bosnia and Herzegovina,9.644475833333333
1968,Bosnia and Herzegovina,9.592186666666667
1969,Bosnia and Herzegovina,9.064131666666666
1970,Bosnia and Herzegovina,9.250309166666666
1971,Bosnia and Herzegovina,9.368895
1972,Bosnia and Herzegovina,9.493028333333333
1973,Bosnia and Herzegovina,9.228389166666666
1974,Bosnia and Herzegovina,9.6015375
1975,Bosnia and Herzegovina,9.725324166666667
1976,Bosnia and Herzegovina,8.894192499999999
1977,Bosnia and Herzegovina,9.90329
1978,Bosnia and Herzegovina,8.699830833333332
1979,Bosnia and Herzegovina,9.777166666666666
1980,Bosnia and Herzegovina,8.659130833333334
1981,Bosnia and Herzegovina,9.515638333333333
1982,Bosnia and Herzegovina,9.9091325
1983,Bosnia and Herzegovina,9.851650000000001
1984,Bosnia and Herzegovina,9.138416666666666
1985,Bosnia and Herzegovina,9.169180833333332
1986,Bosnia and Herzegovina,9.449585833333334
1987,Bosnia and Herzegovina,9.257914999999999
1988,Bosnia and Herzegovina,9.881723333333332
1989,Bosnia and Herzegovina,9.907312499999998
1990,Bosnia and Herzegovina,10.342769166666665
1991,Bosnia and Herzegovina,9.235470833333334
1992,Bosnia and Herzegovina,10.350694166666667
1993,Bosnia and Herzegovina,9.90267
1994,Bosnia and Herzegovina,11.104342500000001
1995,Bosnia and Herzegovina,9.813359166666666
1996,Bosnia and Herzegovina,9.230685
1997,Bosnia and Herzegovina,9.753324999999998
1998,Bosnia and Herzegovina,10.139963333333332
1999,Bosnia and Herzegovina,10.288398333333333
2000,Bosnia and Herzegovina,11.265015833333335
2001,Bosnia and Herzegovina,10.31646
2002,Bosnia and Herzegovina,10.951408333333333
2003,Bosnia and Herzegovina,10.367110833333335
2004,Bosnia and Herzegovina,10.006659166666667
2005,Bosnia and Herzegovina,9.484980833333333
2006,Bosnia and Herzegovina,10.305615833333333
2007,Bosnia and Herzegovina,11.211138333333333
2008,Bosnia and Herzegovina,11.117529166666664
2009,Bosnia and Herzegovina,10.992741666666667
2010,Bosnia and Herzegovina,10.181811666666666
2011,Bosnia and Herzegovina,10.839736666666667
2012,Bosnia and Herzegovina,11.143554166666668
2013,Bosnia and Herzegovina,10.9579425
2014,Bosnia and Herzegovina,11.423645833333333
2015,Bosnia and Herzegovina,11.3568625
2016,Bosnia and Herzegovina,10.975296666666665
1901,Bulgaria,10.481191666666666
1902,Bulgaria,9.871396666666666
1903,Bulgaria,10.792249166666666
1904,Bulgaria,10.330369999999998
1905,Bulgaria,10.477909166666667
1906,Bulgaria,10.676621666666668
1907,Bulgaria,9.9379425
1908,Bulgaria,9.846556666666668
1909,Bulgaria,10.410810833333333
1910,Bulgaria,11.07144916666667
1911,Bulgaria,10.378250000000001
1912,Bulgaria,9.834506666666666
1913,Bulgaria,10.0659025
1914,Bulgaria,9.862475833333333
1915,Bulgaria,10.833395833333332
1916,Bulgaria,11.347381666666665
1917,Bulgaria,10.49333
1918,Bulgaria,10.571909166666668
1919,Bulgaria,10.491415833333333
1920,Bulgaria,10.043720833333333
1921,Bulgaria,10.195485000000003
1922,Bulgaria,10.133325
1923,Bulgaria,11.457565833333334
1924,Bulgaria,9.993489166666667
1925,Bulgaria,10.826584166666665
1926,Bulgaria,11.127149999999999
1927,Bulgaria,11.267693333333334
1928,Bulgaria,10.371478333333334
1929,Bulgaria,9.972205
1930,Bulgaria,11.182579166666665
1931,Bulgaria,10.381855833333333
1932,Bulgaria,10.33422
1933,Bulgaria,9.187384166666666
1934,Bulgaria,11.352881666666663
1935,Bulgaria,10.51694
1936,Bulgaria,11.067558333333332
1937,Bulgaria,11.373401666666666
1938,Bulgaria,10.823955833333335
1939,Bulgaria,10.886034166666667
1940,Bulgaria,9.365219166666668
1941,Bulgaria,9.898831666666666
1942,Bulgaria,9.710393333333334
1943,Bulgaria,10.445261666666665
1944,Bulgaria,10.393803333333333
1945,Bulgaria,10.465085
1946,Bulgaria,11.153005
1947,Bulgaria,10.984245833333334
1948,Bulgaria,10.272768333333334
1949,Bulgaria,10.294956666666666
1950,Bulgaria,11.427584166666668
1951,Bulgaria,11.499330833333334
1952,Bulgaria,11.4944875
1953,Bulgaria,10.128164166666666
1954,Bulgaria,10.115543333333333
1955,Bulgaria,10.966270833333333
1956,Bulgaria,9.763393333333333
1957,Bulgaria,10.807929166666666
1958,Bulgaria,11.089478333333334
1959,Bulgaria,10.132479166666666
1960,Bulgaria,11.180399166666668
1961,Bulgaria,10.97795916666667
1962,Bulgaria,10.84297416666667
1963,Bulgaria,10.528861666666666
1964,Bulgaria,10.167593333333334
1965,Bulgaria,10.102474999999998
1966,Bulgaria,11.629595833333333
1967,Bulgaria,10.48903
1968,Bulgaria,10.820476666666666
1969,Bulgaria,10.2552175
1970,Bulgaria,10.837049999999998
1971,Bulgaria,10.509112499999999
1972,Bulgaria,10.614465000000001
1973,Bulgaria,10.25831
1974,Bulgaria,10.454542499999999
1975,Bulgaria,10.72936666666667
1976,Bulgaria,9.7156
1977,Bulgaria,10.91455
1978,Bulgaria,10.157839166666667
1979,Bulgaria,10.966428333333333
1980,Bulgaria,9.900625
1981,Bulgaria,10.651371666666668
1982,Bulgaria,10.441987499999998
1983,Bulgaria,10.609364999999999
1984,Bulgaria,10.398165833333334
1985,Bulgaria,10.0318625
1986,Bulgaria,10.559485833333332
1987,Bulgaria,10.0995525
1988,Bulgaria,10.606354166666666
1989,Bulgaria,10.798574166666668
1990,Bulgaria,11.275932500000001
1991,Bulgaria,10.066225000000001
1992,Bulgaria,10.5551
1993,Bulgaria,10.303794166666668
1994,Bulgaria,11.7276075
1995,Bulgaria,10.702344166666668
1996,Bulgaria,10.210101666666667
1997,Bulgaria,10.129556666666668
1998,Bulgaria,10.903997499999997
1999,Bulgaria,11.594714166666668
2000,Bulgaria,11.66124
2001,Bulgaria,11.540752500000002
2002,Bulgaria,11.629150000000001
2003,Bulgaria,10.729071666666668
2004,Bulgaria,11.1483525
2005,Bulgaria,10.760795833333335
2006,Bulgaria,10.979334999999999
2007,Bulgaria,12.010596666666665
2008,Bulgaria,11.959538333333334
2009,Bulgaria,11.880224166666666
2010,Bulgaria,11.861068333333334
2011,Bulgaria,10.939181666666665
2012,Bulgaria,11.995128333333332
2013,Bulgaria,12.07775416666667
2014,Bulgaria,12.092296666666668
2015,Bulgaria,11.95888416666667
2016,Bulgaria,12.065755833333334
1901,Croatia,9.620313333333334
1902,Croatia,9.611008333333334
1903,Croatia,10.2367075
1904,Croatia,10.494113333333333
1905,Croatia,9.998698333333333
1906,Croatia,9.907887499999998
1907,Croatia,9.923463333333334
1908,Croatia,9.467540000000001
1909,Croatia,9.699504166666667
1910,Croatia,10.45408
1911,Croatia,10.618944166666667
1912,Croatia,9.657241666666668
1913,Croatia,9.969355833333333
1914,Croatia,9.549373333333332
1915,Croatia,9.962043333333332
1916,Croatia,10.812768333333333
1917,Croatia,9.822976666666667
1918,Croatia,10.166505000000003
1919,Croatia,9.653036666666667
1920,Croatia,10.71767
1921,Croatia,10.647910000000001
1922,Croatia,9.715789166666667
1923,Croatia,10.6628425
1924,Croatia,9.677444166666666
1925,Croatia,10.095428333333334
1926,Croatia,10.790469166666668
1927,Croatia,10.791504166666668
1928,Croatia,10.540783333333332
1929,Croatia,9.77793
1930,Croatia,10.893915
1931,Croatia,9.825205833333333
1932,Croatia,10.182826666666665
1933,Croatia,9.310551666666667
1934,Croatia,11.260248333333335
1935,Croatia,10.187949999999999
1936,Croatia,10.591310833333333
1937,Croatia,10.488468333333334
1938,Croatia,10.241565
1939,Croatia,10.3908825
1940,Croatia,8.700335
1941,Croatia,9.246150833333333
1942,Croatia,9.852928333333333
1943,Croatia,10.887506666666665
1944,Croatia,10.0307725
1945,Croatia,10.7550175
1946,Croatia,11.016568333333332
1947,Croatia,10.847414999999998
1948,Croatia,10.723237499999998
1949,Croatia,10.868260833333332
1950,Croatia,11.324128333333332
1951,Croatia,11.328480833333336
1952,Croatia,10.653070833333334
1953,Croatia,10.502710833333333
1954,Croatia,9.599484166666668
1955,Croatia,9.985719999999999
1956,Croatia,9.331795833333334
1957,Croatia,10.662530833333333
1958,Croatia,10.91102
1959,Croatia,10.588038333333335
1960,Croatia,10.695055833333335
1961,Croatia,11.150759166666665
1962,Croatia,9.775997499999999
1963,Croatia,10.003295833333334
1964,Croatia,10.038119166666666
1965,Croatia,9.836802500000001
1966,Croatia,10.853045000000002
1967,Croatia,10.681173333333334
1968,Croatia,10.476494166666669
1969,Croatia,9.937895833333334
1970,Croatia,10.088108333333333
1971,Croatia,10.304504166666668
1972,Croatia,10.336691666666669
1973,Croatia,10.140443333333334
1974,Croatia,10.639523333333335
1975,Croatia,10.777852500000002
1976,Croatia,9.991709166666668
1977,Croatia,10.798262499999998
1978,Croatia,9.568405
1979,Croatia,10.603085833333335
1980,Croatia,9.570618333333336
1981,Croatia,10.450654999999998
1982,Croatia,10.816839166666666
1983,Croatia,10.884125
1984,Croatia,10.0519
1985,Croatia,9.987035833333334
1986,Croatia,10.234539166666668
1987,Croatia,10.132809166666668
1988,Croatia,10.812015833333334
1989,Croatia,10.906995833333333
1990,Croatia,11.263424166666667
1991,Croatia,10.225853333333333
1992,Croatia,11.444540833333333
1993,Croatia,10.850259166666667
1994,Croatia,12.110446666666668
1995,Croatia,10.852828333333333
1996,Croatia,10.1353
1997,Croatia,10.863039166666667
1998,Croatia,11.171790833333333
1999,Croatia,11.234033333333334
2000,Croatia,12.221705833333331
2001,Croatia,11.261745833333334
2002,Croatia,11.8926875
2003,Croatia,11.381075000000001
2004,Croatia,10.907990833333335
2005,Croatia,10.447583333333332
2006,Croatia,11.302253333333338
2007,Croatia,12.140775
2008,Croatia,11.993008333333334
2009,Croatia,11.880409999999998
2010,Croatia,10.973871666666666
2011,Croatia,11.868869166666665
2012,Croatia,12.05319416666667
2013,Croatia,11.758191666666667
2014,Croatia,12.413215833333334
2015,Croatia,12.276413333333332
2016,Croatia,11.911624999999999
1901,Cyprus,18.6688925
1902,Cyprus,18.10320833333333
1903,Cyprus,17.413148333333336
1904,Cyprus,17.704383333333336
1905,Cyprus,17.99674166666666
1906,Cyprus,18.189785833333335
1907,Cyprus,17.459580833333337
1908,Cyprus,17.606210833333332
1909,Cyprus,18.8213125
1910,Cyprus,17.876016666666665
1911,Cyprus,17.4796425
1912,Cyprus,17.899416666666667
1913,Cyprus,17.893139166666668
1914,Cyprus,18.22583333333333
1915,Cyprus,18.929775000000003
1916,Cyprus,19.242300833333335
1917,Cyprus,18.693575
1918,Cyprus,18.62365
1919,Cyprus,18.920525
1920,Cyprus,18.209543333333333
1921,Cyprus,17.741499166666664
1922,Cyprus,18.83900833333333
1923,Cyprus,19.097358333333336
1924,Cyprus,18.651815833333334
1925,Cyprus,18.87704333333333
1926,Cyprus,18.937833333333334
1927,Cyprus,19.188783333333333
1928,Cyprus,19.03658833333333
1929,Cyprus,18.4787025
1930,Cyprus,19.230949999999996
1931,Cyprus,18.88095
1932,Cyprus,18.767816666666672
1933,Cyprus,17.860937500000002
1934,Cyprus,18.798781666666667
1935,Cyprus,19.122025
1936,Cyprus,18.8578225
1937,Cyprus,19.282430833333333
1938,Cyprus,18.553438333333336
1939,Cyprus,19.235941666666665
1940,Cyprus,18.886816666666668
1941,Cyprus,18.923984166666667
1942,Cyprus,18.837891666666668
1943,Cyprus,18.479570833333334
1944,Cyprus,18.736594166666666
1945,Cyprus,18.41252583333333
1946,Cyprus,19.139858333333333
1947,Cyprus,19.584091666666666
1948,Cyprus,18.15481666666667
1949,Cyprus,18.009827499999997
1950,Cyprus,18.601315833333334
1951,Cyprus,19.183541666666667
1952,Cyprus,19.231133333333332
1953,Cyprus,18.124485833333335
1954,Cyprus,19.093029999999995
1955,Cyprus,19.65968333333333
1956,Cyprus,18.399741666666667
1957,Cyprus,18.9046725
1958,Cyprus,19.10134166666667
1959,Cyprus,18.185263333333335
1960,Cyprus,19.563025000000003
1961,Cyprus,18.696116666666665
1962,Cyprus,19.75865
1963,Cyprus,19.23551666666667
1964,Cyprus,18.4347675
1965,Cyprus,18.743033333333333
1966,Cyprus,19.8336
1967,Cyprus,18.056939166666666
1968,Cyprus,19.12487833333333
1969,Cyprus,19.259566666666668
1970,Cyprus,19.353275
1971,Cyprus,18.763691666666666
1972,Cyprus,18.259330000000002
1973,Cyprus,18.9809225
1974,Cyprus,18.8279625
1975,Cyprus,18.382194999999996
1976,Cyprus,18.072413333333333
1977,Cyprus,18.56129
1978,Cyprus,18.975816666666663
1979,Cyprus,19.215758333333333
1980,Cyprus,18.380576666666666
1981,Cyprus,19.05335
1982,Cyprus,18.040733333333336
1983,Cyprus,18.24015916666667
1984,Cyprus,18.457642499999995
1985,Cyprus,18.860493333333334
1986,Cyprus,18.887608333333336
1987,Cyprus,18.521374999999995
1988,Cyprus,18.455183333333334
1989,Cyprus,18.6261275
1990,Cyprus,18.704943333333333
1991,Cyprus,18.675475000000002
1992,Cyprus,17.64318
1993,Cyprus,18.600958333333335
1994,Cyprus,19.539404166666667
1995,Cyprus,18.90690833333333
1996,Cyprus,19.188383333333334
1997,Cyprus,18.345744166666666
1998,Cyprus,19.7631475
1999,Cyprus,19.873958333333334
2000,Cyprus,19.1694025
2001,Cyprus,20.216525
2002,Cyprus,19.402094166666668
2003,Cyprus,19.572955833333335
2004,Cyprus,19.366975
2005,Cyprus,19.32745833333333
2006,Cyprus,19.182119166666666
2007,Cyprus,19.61785
2008,Cyprus,19.715008333333333
2009,Cyprus,19.725225
2010,Cyprus,21.007475
2011,Cyprus,19.203133333333334
2012,Cyprus,19.986344166666665
2013,Cyprus,20.038958333333337
2014,Cyprus,20.181083333333333
2015,Cyprus,19.72245
2016,Cyprus,20.277916666666666
1901,Czechia,7.0114633333333325
1902,Czechia,6.49736
1903,Czechia,7.682141666666667
1904,Czechia,7.810646666666666
1905,Czechia,7.4391925
1906,Czechia,7.585821666666665
1907,Czechia,7.291014166666667
1908,Czechia,6.864129999999999
1909,Czechia,6.758235833333334
1910,Czechia,7.692025000000001
1911,Czechia,8.175389166666667
1912,Czechia,6.909640833333334
1913,Czechia,7.5609191666666655
1914,Czechia,7.440459166666668
1915,Czechia,7.2648883333333325
1916,Czechia,8.079420833333332
1917,Czechia,7.026754166666666
1918,Czechia,8.017472499999998
1919,Czechia,6.808800833333335
1920,Czechia,8.006923333333333
1921,Czechia,8.1898875
1922,Czechia,6.579293333333333
1923,Czechia,7.529691666666667
1924,Czechia,6.729884166666668
1925,Czechia,7.576106666666665
1926,Czechia,8.11084
1927,Czechia,7.5149050000000015
1928,Czechia,7.771795000000002
1929,Czechia,6.976295833333334
1930,Czechia,8.112559166666665
1931,Czechia,6.878778333333333
1932,Czechia,7.65774
1933,Czechia,6.5807199999999995
1934,Czechia,8.937531666666667
1935,Czechia,7.586308333333335
1936,Czechia,7.783311666666667
1937,Czechia,7.986244166666666
1938,Czechia,7.938486666666665
1939,Czechia,7.637503333333334
1940,Czechia,5.725923333333333
1941,Czechia,6.3245625
1942,Czechia,6.731554166666666
1943,Czechia,8.0854
1944,Czechia,7.478226666666668
1945,Czechia,8.046345833333334
1946,Czechia,7.972075833333332
1947,Czechia,7.801874166666668
1948,Czechia,8.261944166666668
1949,Czechia,8.276361666666666
1950,Czechia,8.173218333333333
1951,Czechia,8.537130000000001
1952,Czechia,7.5141333333333336
1953,Czechia,8.437188333333333
1954,Czechia,7.017518333333334
1955,Czechia,7.092319166666667
1956,Czechia,6.514526666666668
1957,Czechia,8.153010833333333
1958,Czechia,7.878351666666667
1959,Czechia,8.230160000000001
1960,Czechia,7.8341175000000005
1961,Czechia,8.408722500000001
1962,Czechia,6.841755833333334
1963,Czechia,6.870744999999999
1964,Czechia,7.456848333333333
1965,Czechia,6.896685833333335
1966,Czechia,8.260595833333332
1967,Czechia,8.473741666666667
1968,Czechia,7.8077708333333335
1969,Czechia,7.292246666666666
1970,Czechia,7.327674166666667
1971,Czechia,7.943385000000002
1972,Czechia,7.647460833333333
1973,Czechia,7.765739166666667
1974,Czechia,8.428019166666667
1975,Czechia,8.506748333333332
1976,Czechia,7.810165000000001
1977,Czechia,8.20715
1978,Czechia,7.289375833333334
1979,Czechia,7.599731666666667
1980,Czechia,6.842196666666666
1981,Czechia,7.948674166666668
1982,Czechia,8.355456666666665
1983,Czechia,8.739395
1984,Czechia,7.534709166666666
1985,Czechia,7.0031791666666665
1986,Czechia,7.590893333333334
1987,Czechia,7.106651666666665
1988,Czechia,8.486574166666667
1989,Czechia,8.940995833333332
1990,Czechia,8.922569166666666
1991,Czechia,7.763167500000001
1992,Czechia,8.985541666666666
1993,Czechia,8.143175833333334
1994,Czechia,9.330516666666668
1995,Czechia,8.33655
1996,Czechia,6.7280558333333325
1997,Czechia,8.071515
1998,Czechia,8.600765833333334
1999,Czechia,8.7917
2000,Czechia,9.584830833333333
2001,Czechia,8.365120833333334
2002,Czechia,9.144675833333334
2003,Czechia,8.723819166666667
2004,Czechia,8.410350000000001
2005,Czechia,8.218499166666666
2006,Czechia,8.745494166666669
2007,Czechia,9.565867500000001
2008,Czechia,9.366936666666666
2009,Czechia,8.960038333333333
2010,Czechia,7.715130000000001
2011,Czechia,9.20946
2012,Czechia,8.980630833333333
2013,Czechia,8.574591666666667
2014,Czechia,10.081369166666668
2015,Czechia,9.902454999999998
2016,Czechia,9.361318333333333
1901,Denmark,7.599128333333334
1902,Denmark,6.363614999999999
1903,Denmark,7.6072675
1904,Denmark,7.486360833333333
1905,Denmark,7.5179825
1906,Denmark,8.021148333333333
1907,Denmark,7.069026666666667
1908,Denmark,7.470140833333335
1909,Denmark,6.6207225
